review_date,review_title,review_text,review_star,review_helpful,page,Sentiment,Product_defect_suggestion,Theme
"Reviewed in the United States on September 13, 2021","







  
  
    Takes much time
  
","









  
  
    
  Takes much time to load app. And much time to find a thing. And much time to load a thing. And much time to load the next episode. All in all shows are great quality, but the app needs to be sped up. Its no Netflix

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,negative,no,app is slow
"Reviewed in the United States on November 12, 2021","







  
  
    Not for me
  
","









  
  
    
  Lagged and buffered more than usual and found it hard to navigate

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,negative,no,app is slow
"Reviewed in the United States on September 28, 2021","







  
  
    Love Peacock
  
","









  
  
    
  Watch my favorite shows. Looking forward to Yellowstone!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,good selection
"Reviewed in the United States on November 5, 2021","







  
  
    I do like this streaming service. I guess we get it free because we have Xfinity I believe. .
  
","









  
  
    
  Wish it had more sci fi shows and movies would be great.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,yes,content improvement
"Reviewed in the United States on March 18, 2022","







  
  
    Love this
  
","









  
  
    
  Love this

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,none
"Reviewed in the United States on February 1, 2022","







  
  
    🤷‍♀️
  
","









  
  
    
  I no longer subscribe

  
",3.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",21,negative,no,none
"Reviewed in the United States on March 17, 2022","







  
  
    Love it!
  
","









  
  
    
  We use peacocks free streaming option. Love it, commercials are short and it’s worth a download!

  
",5.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",3,positive,no,good selection
"Reviewed in the United States on March 15, 2022","







  
  
    Good app
  
","









  
  
    
  Stream fails in occasion but most of the day ine good

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",3,neutral,no,app freezes
"Reviewed in the United States on March 15, 2022","







  
  
    Can on get live tv.
  
","









  
  
    
  I can get their live TV. But can't open anything else. It tells me I need an internet connection. Which I doo. Very strong.This just started happening. Before it was great. CS working on it. No luck.TV.

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",3,negative,no,app doesn't work
"Reviewed in the United States on March 19, 2022","







  
  
    Not what it seems
  
","









  
  
    
  It's advertised as free but it's not really free.

  
",2.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",3,negative,no,deceiving marketing
"Reviewed in the United States on April 29, 2022","







  
  
    Soooo Slow
  
","









  
  
    
  This app takes forever to load. Ridiculous

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,negative,no,app is slow
"Reviewed in the United States on March 20, 2022","







  
  
    It's Peacock
  
","









  
  
    
  Great streaming services

  
",4.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",3,positive,no,good user interface
"Reviewed in the United States on April 27, 2022","







  
  
    Didn’t like it
  
","









  
  
    
  Canceled subscription

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,negative,no,none
"Reviewed in the United States on April 26, 2022","







  
  
    Free
  
","









  
  
    
  Good for the price.

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,positive,no,fair price
"Reviewed in the United States on March 20, 2022","







  
  
    Great app to have!
  
","









  
  
    
  Great app to have!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,positive,no,none
"Reviewed in the United States on March 16, 2022","







  
  
    Great shows
  
","









  
  
    
  I like this app. I would recommend the premium service. You get a lot more variety in programming.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",3,positive,no,premium user
"Reviewed in the United States on February 7, 2022","







  
  
    I Love it
  
","









  
  
    
  I Love Peacock... Alot of good shows. I am trying to cut ties with the cable company.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,good selection
"Reviewed in the United States on November 21, 2021","







  
  
    Just did it for Halloween Kills
  
","









  
  
    
  Just did it for a movie …and that’s it.

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,neutral,no,none
"Reviewed in the United States on August 13, 2021","







  
  
    VERY SLOW  Finding  the Shows you want not thT simple
  
","









  
  
    
  COULD  BE MORE USER FRIENDLY

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,bad user experience
"Reviewed in the United States on August 1, 2021","







  
  
    Poor selection
  
","









  
  
    
  Very limited selection with little to no rotation

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,poor content
"Reviewed in the United States on October 6, 2021","







  
  
    Not for u
  
","









  
  
    
  Dishonest

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,deceiving marketing
"Reviewed in the United States on March 7, 2022","







  
  
    Peacock
  
","









  
  
    
  Very nice

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,none
"Reviewed in the United States on October 11, 2021","







  
  
    need help 3 days of requesting help
  
","









  
  
    
  exchanged tv 3 fire stick now cannot get streaming started again help!!!

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,neutral,no,none
"Reviewed in the United States on January 16, 2022","







  
  
    Worst app ever
  
","









  
  
    
  Horrible picture quality and impossi to watch live sports.. all I does is freeze and tells you to wait....missed half of the game and impossible to cancel subscription

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,bad user experience
"Reviewed in the United States on November 7, 2021","







  
  
    Terrible
  
","









  
  
    
  Spent money for extra benefits but cannot binge without going out of app and back kn

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,bad user experience
"Reviewed in the United States on September 23, 2021","







  
  
    Its not free!
  
","









  
  
    
  I wanted to watch Yellowstone, the first three seasons.  The only episodes which were free was the first season.  False advertising.  I deleted the app.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,deceiving marketing
"Reviewed in the United States on September 25, 2021","







  
  
    Slow, poor interface
  
","









  
  
    
  App is very slow to load.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,app is slow
"Reviewed in the United States on August 25, 2021","







  
  
    Proud to Peacock
  
","









  
  
    
  Easy to use ,good content

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good selection
"Reviewed in the United States on November 18, 2021","







  
  
    Baby Boomers Will Love Peacock TV!
  
","









  
  
    
  As Baby Boomers, my husband and I love Peacock TV since it provides so many of the old shows we watched growing up. It also streams many movies all ages would enjoy.

  
",5.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",22,positive,no,good selection
"Reviewed in the United States on March 3, 2022","







  
  
    Delete Peacock please
  
","









  
  
    
  There's nothing I'm interested in paying for.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,poor content
"Reviewed in the United States on September 15, 2021","







  
  
    Peacock
  
","









  
  
    
  Service supposed to be free, but you pay for episodes

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,deceiving marketing
"Reviewed in the United States on February 3, 2022","







  
  
    A great platform
  
","









  
  
    
  I use it to hinge on different series

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,neutral,no,none
"Reviewed in the United States on December 18, 2021","







  
  
    Either you’re lucky or not...
  
","









  
  
    
  So off of an Amazon Fire TV I was searching for a show or movie.. Found on Peacock. Great. Installed the app; watched the whole movie (or show) and where there SHOULD HAVE BEEN commercials, it just cut to black & came right back on! It was GREAT!Later however, different search SAME APP gave me so MANY commercials I don’t even think I finished watching it!  Aggravated I ended up closing the app  and watching it online via the internet.😤

  
",3.0 out of 5 stars,"
  19 people found this helpful
      
          Helpful
      
  ",22,negative,no,lots of commercials
"Reviewed in the United States on September 25, 2021","







  
  
    Great!
  
","









  
  
    
  Great!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,none
"Reviewed in the United States on July 27, 2021","







  
  
    Easy to use
  
","









  
  
    
  Easy to use

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good user interface
"Reviewed in the United States on February 1, 2022","







  
  
    Fabulous
  
","









  
  
    
  Great shows

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good selection
"Reviewed in the United States on December 21, 2021","







  
  
    Rarely Works!
  
","









  
  
    
  Almost never works, always get an error page, I'm very tech savvy, done all the solutions, still doesn't work. Works one day, then won't work for days again.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",32,negative,no,app doesn't work
"Reviewed in the United States on February 6, 2022","







  
  
    Wouldn't work
  
","









  
  
    
  Frustrated on trying to set up correctly

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,negative,no,bad user experience
"Reviewed in the United States on August 10, 2021","







  
  
    Humm
  
","









  
  
    
  Too many pay services. I don't watch 1st episodes of anything because then you gotta pay to watch the rest. Not better than Hulu or Netflix

  
",2.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",32,negative,no,too expensive
"Reviewed in the United States on December 27, 2021","







  
  
    Free version is just great!
  
","









  
  
    
  I have many options but watch this app at least once a day.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,positive,no,none
"Reviewed in the United States on August 15, 2021","







  
  
    It's like having regular TV with stations you can't get local
  
","









  
  
    
  No dislikes. 💯

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,neutral,no,none
"Reviewed in the United States on February 6, 2022","







  
  
    Doesn't work on FireTV stick
  
","









  
  
    
  I subscribe to peacock to watch the Beijing winter Olympics. It works fine on a PC but not on the FireTV stick.  The videos won't load.  A cat photo pops up on the screen and says ""Sorry, we have a problem"".  It's been like that for 2 days.  Other video apps work fine on my FireTV.

  
",2.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",32,negative,no,app doesn't work
"Reviewed in the United States on February 6, 2022","







  
  
    It's not free
  
","









  
  
    
  It started out as free .then in the middle of Chucky series it wanted me to pay

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,negative,no,too expensive
"Reviewed in the United States on January 14, 2022","







  
  
    Alright
  
","









  
  
    
  Alright

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,positive,no,none
"Reviewed in the United States on November 5, 2021","







  
  
    Great content to watch. Halloween Kills
  
","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    

   Great movie. Full of suspense.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,negative,no,app doesn't work
"Reviewed in the United States on September 14, 2021","







  
  
    If you have a promo code you won’t have an option to use it if you use a Firestick
  
","









  
  
    
  That NBC now makes us get this streaming service and IN-AP purchase in order to watch Notre Dame college football.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,negative,no,too expensive
"Reviewed in the United States on January 3, 2022","







  
  
    Have to pay to get NBC shows
  
","









  
  
    
  A lot of show, but got it to watch NBC shows, and you have to pay to get them

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,negative,no,too expensive
"Reviewed in the United States on January 8, 2022","







  
  
    Love
  
","









  
  
    
  Love this addition

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,positive,no,none
"Reviewed in the United States on August 29, 2021","







  
  
    No interest for me
  
","









  
  
    
  I don’t interested

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,negative,no,none
"Reviewed in the United States on October 5, 2021","







  
  
    I can’t get it on my TV so I haven’t use it
  
","









  
  
    
  I can’t get it on my TV just on my phone so I am ready to cancel

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,negative,no,app doesn't work
"Reviewed in the United States on January 19, 2022","







  
  
    Great app
  
","









  
  
    
  I love the Peacock app.  Easy to use and they have some really good movies

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",55,positive,no,good user interface
"Reviewed in the United States on December 27, 2021","







  
  
    Why no closed captions (cc) ?
  
","









  
  
    
  It's worthless to me w/o closed captions

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,negative,no,none
"Reviewed in the United States on August 21, 2021","







  
  
    Needs update
  
","









  
  
    
  Needs to be more up to date!

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,negative,no,outdated
"Reviewed in the United States on August 26, 2021","







  
  
    Its a great service
  
","









  
  
    
  I love the service its great

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,positive,no,good user interface
"Reviewed in the United States on August 10, 2021","







  
  
    Awesome
  
","









  
  
    
  Lovebit

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,positive,no,none
"Reviewed in the United States on September 28, 2021","







  
  
    Love it
  
","









  
  
    
  Love it

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",55,positive,no,none
"Reviewed in the United States on September 3, 2021","







  
  
    Not exactly what I thought it was.
  
","









  
  
    
  It leads you to believe there is a lot of free viewing, which I didn't find true.

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,negative,no,deceiving marketing
"Reviewed in the United States on August 8, 2021","







  
  
    No thanks
  
","









  
  
    
  Gave up on it.  Too many advertisements which made the movie as bad as TV. No thanks.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",36,negative,no,lots of commercials
"Reviewed in the United States on January 2, 2022","







  
  
    Disappointed
  
","









  
  
    
  Very disappointed that the organization moved Yellowstone from Paramount+ to Peacock to gain buyers into this service.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,negative,no,none
"Reviewed in the United States on December 1, 2021","







  
  
    Good selection of shows and movies.
  
","









  
  
    
  I am glad I enrolled.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,positive,no,none
"Reviewed in the United States on January 13, 2022","







  
  
    New shows haven’t seen some shows for a long time.
  
","









  
  
    
  Like

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,positive,no,none
"Reviewed in the United States on February 28, 2022","







  
  
    It sucks!!!
  
","









  
  
    
  The stream sticks. In order to watch shows that's suppose to be free, and you still asking for money.  People shouldn't have to pay to watch something that you claim is free

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,negative,no,deceiving marketing
"Reviewed in the United States on December 27, 2021","







  
  
    Cancel subscription!
  
","









  
  
    
  Cancel subscription!

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,negative,no,none
"Reviewed in the United States on February 20, 2022","







  
  
    Did not order this
  
","









  
  
    
  Why did I get this? Did not order it.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,negative,no,none
"Reviewed in the United States on November 21, 2021","







  
  
    Not satisfied
  
","









  
  
    
  Can’t watch on my tv through fire stick cancel subscription for Peacock

  
",1.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",36,negative,no,none
"Reviewed in the United States on August 29, 2021","







  
  
    Excellent APP
  
","









  
  
    
  Good choice

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",36,positive,no,none
"Reviewed in the United States on September 8, 2021","







  
  
    Commercials
  
","









  
  
    
  Too many commercials. Decent choices of movies and TV shows. It's cheap but you still have to watch 4 -8 commercials per show

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,lots of commercials
"Reviewed in the United States on March 17, 2022","







  
  
    Best comedies
  
","









  
  
    
  Took off 2 stars for ads during movies. I pay for premium subscription

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,lots of commercials
"Reviewed in the United States on September 27, 2021","







  
  
    Unable to watch live TV even after buying the upgrade for 4.99
  
","









  
  
    
  I bought the 4.99 upgrade so we could watch football. As of 6 hours still not able to. No one can help ..I'd like my 5.00 back please

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,app doesn't work
"Reviewed in the United States on January 9, 2022","







  
  
    I just wish I can stream more live events
  
","









  
  
    
  It's what I'm paying for nothing more nothing less, you what you for.

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,neutral,no,none
"Reviewed in the United States on January 9, 2022","







  
  
    It's a sucker app
  
","









  
  
    
  Gets you to sign up, says all free, let me watch 1 episode of season 1 Yellowstone, then bam they want 5 dollars a month. Its a sucker app. They lied about being free, so there probly lieing about the 5 dollars per month, it might be another 5 for season 2. Who knows, if they would just be upfront it would be ok. I'm out

  
",1.0 out of 5 stars,"
  9 people found this helpful
      
          Helpful
      
  ",59,negative,no,deceiving marketing
"Reviewed in the United States on January 24, 2022","







  
  
    Thought I sign up for a free trial
  
","









  
  
    
  I thought I got 7 days free to review app. Very disappointed, said it carried all sports. Couldn't watch NFL playoff games.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,app doesn't work
"Reviewed in the United States on March 8, 2022","







  
  
    Pecock
  
","









  
  
    
  I Love having this on all my devices and all the add on it has.

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",59,positive,no,good selection
"Reviewed in the United States on January 21, 2022","







  
  
    Expensive for me, because there is only 1 series I’m interested in watching!!
  
","









  
  
    
  Signed up for Peacock w/ no commercials. $9.99 is a lot to only watch one series!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,too expensive
"Reviewed in the United States on October 2, 2021","







  
  
    On time came as advertised
  
","









  
  
    
  I digitized family photos and made copies on these drives worked well easy to use

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,none
"Reviewed in the United States on December 10, 2021","







  
  
    Wouldn't load on my fire stick
  
","









  
  
    
  Wouldn't  load on my fire stick

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",59,negative,no,app doesn't work
"Reviewed in the United States on September 12, 2021","







  
  
    I love the peacock channel.
  
","









  
  
    
  i stream thru the roku. love it.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,positive,no,none
"Reviewed in the United States on September 29, 2021","







  
  
    I couldn't stream
  
","









  
  
    
  I couldn't stream , it was awful

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,negative,no,app doesn't work
"Reviewed in the United States on January 11, 2022","







  
  
    Because of Psych
  
","









  
  
    
  I haven’t watched anything but the Psych movie.  It’s the only reason I have it.

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,neutral,no,good selection
"Reviewed in the United States on August 5, 2021","







  
  
    Great programs
  
","









  
  
    
  So much entertainment

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,positive,no,good selection
"Reviewed in the United States on August 10, 2021","







  
  
    I like the combination of movies and series
  
","









  
  
    
  Like, used for series

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,positive,no,good selection
"Reviewed in the United States on March 20, 2022","







  
  
    Old. Outdated.
  
","









  
  
    
  Selection is outdated

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,negative,no,outdated
"Reviewed in the United States on November 5, 2021","







  
  
    They Never let me sign in to the App. I tried 20 ×s to get the App. 😠😠😠😠😠
  
","









  
  
    
  They NNever Let Me Sign in to the App . I kept trying and still they kept making me Start Over and over again ! 😠😠😠😠

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,negative,no,app doesn't work
"Reviewed in the United States on January 8, 2022","







  
  
    It’s not free
  
","









  
  
    
  They try to suck you in with its free! You can watch ONE episode of a show and then they make you pay to watch the rest of the season. I have enough streaming apps. Not doing it. I canceled it. False advertising

  
",1.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",53,negative,no,deceiving marketing
"Reviewed in the United States on October 19, 2021","







  
  
    Just a truly terrible app with awfully curated content
  
","









  
  
    
  Just a truly terrible app with awfully curated content

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,negative,no,bad user experience
"Reviewed in the United States on August 22, 2021","







  
  
    App keeps stopping  while browsing and streaming
  
","









  
  
    
  Not a good app.it keeps pausing and stopping while browsing and streaming sites

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",53,negative,no,bad user experience
"Reviewed in the United States on February 12, 2022","







  
    Antena
  
  
","









  
    
  Buena variedad de canales, películas y programación buena inversión

  
  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",8,positive,no,good selection
"Reviewed in the United States on November 7, 2021","







  
  
    No
  
","









  
  
    
  Nope

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",8,negative,no,none
"Reviewed in the United States on December 29, 2021","







  
  
    Easy to deceive.
  
","









  
  
    
  I signed up for one program. When I read that there is a maximum number of hours for watching free. After that $39.95.  One must be careful not to reach the limit, or they stick it to you. Luckily, I found the program I liked on another service, which is FREE!I also resent the advertising push to watch more and more programs! - When are going to work? Even if you are retired, you have more useful activities than to watch video, that does not enhance anything in your life. Imagine what would happen, if everybody were to watch ""stupid' videos, and do nothing else.

  
",3.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",8,negative,no,deceiving marketing
"Reviewed in the United States on November 19, 2021","







  
  
    Pretty good
  
","









  
  
    
  Like it

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",8,positive,no,none
"Reviewed in the United States on September 11, 2021","







  
  
    pay wall
  
","









  
  
    
  pay wall

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",8,neutral,no,none
"Reviewed in the United States on February 15, 2022","







  
  
    Pointless.
  
","









  
  
    
  Peacock isn't as good as Netflix, Hulu or HBO Max. I rarely found something worth while and a lot I can find elsewhere, too. Not worth getting yet another streaming service. Stay with the OG's, friends.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",8,negative,no,poor content
"Reviewed in the United States on December 31, 2021","







  
  
    Difficult to fix
  
","









  
  
    
  Paid for full $9.99 premium but could not get access to some things regardless.

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",8,neutral,no,none
